id,neighborhood,year_built,sale_price,total_living_area,bldg_type,full_baths,bedrooms,lot_area,garage_type,bsmt_area,house_condition,zone,building_coverage
1231,Sawyer,1977,190000,2620,Duplex,2,4,18890,BuiltIn,1361,5,RL,0.07204870301746956
1232,NAmes,1962,132500,1190,Duplex,1,3,7728,Attchd,1106,6,RL,0.1431159420289855
1234,NAmes,1959,142000,1188,1Fam,1,3,12160,Attchd,1188,5,RL,0.09769736842105263
1236,Crawfor,1914,138887,1784,1Fam,1,4,13132,Detchd,747,5,RL,0.05688394760889431
1237,NridgHt,2003,175500,1626,Twnhs,2,2,2628,BuiltIn,764,5,RL,0.2907153729071537
1238,CollgCr,2004,195000,1948,1Fam,2,4,12393,BuiltIn,847,5,RL,0.06834503348664568
1239,SawyerW,2005,142500,1141,1Fam,1,3,13072,Detchd,1141,5,RL,0.0872858017135863
1240,Timber,2006,265900,1484,1Fam,2,2,9037,Attchd,1476,5,RL,0.16332853823171406
1241,CollgCr,2003,224900,1768,1Fam,2,3,8158,Attchd,884,5,RL,0.10835989213042413
1242,Somerst,2007,248328,1689,1Fam,2,3,9849,Attchd,1689,6,RL,0.17148949131891564
1243,NWAmes,1974,170000,1173,1Fam,2,3,10625,Attchd,1053,6,RL,0.09910588235294118
1244,NridgHt,2006,465000,2076,1Fam,2,2,13891,Attchd,2076,5,RL,0.14944928370887625
1245,Crawfor,1929,230000,1517,1Fam,1,3,11435,Detchd,792,7,RL,0.06926104066462614
1246,NWAmes,1984,178000,1868,1Fam,3,3,12090,BuiltIn,585,7,RL,0.04838709677419355
1247,Somerst,2005,186500,1553,1Fam,2,3,8125,Attchd,756,5,FV,0.09304615384615385
1248,Mitchel,1976,169900,1034,1Fam,1,3,12328,Attchd,1012,5,RL,0.08208955223880597
1249,OldTown,1917,129500,2058,1Fam,1,3,9600,Detchd,735,5,RM,0.0765625
1250,NAmes,1950,119000,988,1Fam,1,3,7200,Attchd,876,7,RL,0.12166666666666667
1251,NAmes,1968,244000,2110,1Fam,2,3,11160,Attchd,2110,5,RL,0.18906810035842295
1252,NridgHt,2003,171750,1405,TwnhsE,2,2,3136,Attchd,1405,5,RL,0.44802295918367346
1253,Mitchel,1968,130000,874,1Fam,1,3,9858,Attchd,864,6,RL,0.08764455264759587
1254,Veenker,1974,294000,2167,1Fam,2,3,17542,Attchd,1192,7,RL,0.06795120282749971
1255,Edwards,2003,165400,1656,1Fam,2,3,6931,BuiltIn,746,5,RL,0.107632376280479
1256,BrkSide,1931,127500,1367,1Fam,1,3,6240,Detchd,884,6,RM,0.14166666666666666
1257,NoRidge,1994,301500,1987,1Fam,2,2,14303,Attchd,1986,5,RL,0.13885198909319724
1259,Gilbert,2005,190000,1166,1Fam,2,2,9587,Attchd,856,5,RL,0.08928757692708876
1260,NAmes,1969,151000,1054,1Fam,1,3,9750,Attchd,1054,8,RL,0.10810256410256411
1261,Gilbert,1999,181000,1675,1Fam,2,3,24682,BuiltIn,841,5,RL,0.03407341382383924
1262,NAmes,1956,128900,1050,1Fam,1,2,9600,Attchd,1050,6,RL,0.109375
1263,ClearCr,1957,161500,1788,1Fam,1,5,11250,Attchd,1104,5,RL,0.09813333333333334
1264,BrkSide,1919,180500,1824,1Fam,1,3,13515,Detchd,764,6,RL,0.05652978172401036
1265,NAmes,1998,181000,1337,TwnhsE,2,2,4060,Attchd,1405,5,RH,0.3460591133004926
1266,Somerst,1999,183900,1452,TwnhsE,2,3,3735,Detchd,691,5,FV,0.1850066934404284
1267,OldTown,1910,122000,1889,2fmCon,1,4,10120,Detchd,925,4,RM,0.09140316205533597
1268,Timber,2008,378500,2018,1Fam,2,3,13214,Attchd,2002,5,RL,0.1515059785076434
1269,Crawfor,1935,381000,3447,1Fam,3,4,14100,BuiltIn,728,9,RL,0.05163120567375887
1270,NAmes,1958,144000,1524,1Fam,1,3,11344,Attchd,874,5,RL,0.07704513399153738
1272,NWAmes,1968,185750,1489,1Fam,2,3,9156,Attchd,1489,7,RL,0.1626256006989952
1273,Sawyer,1965,137000,935,1Fam,1,3,13526,Attchd,935,6,RL,0.0691261274582286
1274,Edwards,1959,177000,1357,1Fam,1,2,11512,Basment,1019,7,RL,0.08851633078526755
1275,Crawfor,1910,139000,1250,1Fam,2,3,5362,Detchd,661,6,RL,0.12327489742633346
1276,NAmes,1948,137000,1920,Duplex,2,4,11345,Detchd,928,5,RL,0.08179814896430146
1277,NWAmes,1972,162000,1395,1Fam,1,3,12936,Attchd,723,6,RL,0.05589053803339518
1278,NWAmes,1967,197900,1724,1Fam,1,3,17871,Attchd,1680,5,RL,0.09400705052878966
1279,CollgCr,2002,237000,2031,1Fam,2,3,9473,Attchd,1128,5,RL,0.1190752665470284
1280,IDOTRR,1920,68400,1128,1Fam,1,2,7500,Detchd,698,4,C (all),0.09306666666666667
1281,CollgCr,2002,227000,1573,1Fam,2,3,9808,Attchd,1573,5,RL,0.16037928221859707
1282,Timber,1990,180000,1339,1Fam,2,2,8049,Attchd,1309,5,RL,0.16262889799975153
1283,CollgCr,1977,150500,1040,1Fam,2,3,8800,Detchd,1040,7,RL,0.11818181818181818
1285,SWISU,1919,169000,2447,1Fam,2,4,9638,Detchd,804,7,RL,0.0834197966383067
1286,BrkSide,1939,132500,1412,1Fam,1,4,6000,Detchd,780,6,RM,0.13
1287,NWAmes,1963,143000,1328,1Fam,1,3,9790,Attchd,1328,5,RL,0.13564862104187947
1289,StoneBr,2000,278000,1659,TwnhsE,2,2,5664,Attchd,1501,5,RL,0.2650070621468927
1290,NridgHt,2006,281000,1970,1Fam,2,3,11065,BuiltIn,1085,5,RL,0.09805693628558518
1291,NAmes,1964,180500,1152,1Fam,1,3,14112,Attchd,1152,7,RL,0.08163265306122448
1292,BrDale,1972,119500,1302,Twnhs,2,3,1680,Detchd,630,7,RM,0.375
1293,OldTown,1892,107500,2372,1Fam,2,4,6600,Attchd,994,4,RM,0.1506060606060606
1294,NWAmes,1976,162900,1664,1Fam,2,4,10140,Attchd,832,5,RL,0.08205128205128205
1295,Edwards,1955,115000,864,1Fam,1,2,8172,Detchd,864,7,RL,0.10572687224669604
1296,NAmes,1968,138500,1052,1Fam,1,3,8400,Attchd,1052,5,RL,0.12523809523809523
1297,NAmes,1963,155000,1128,1Fam,2,3,8700,Attchd,1120,6,RL,0.12873563218390804
1298,Edwards,2005,140000,1072,TwnhsE,2,2,3675,Basment,547,5,RM,0.14884353741496598
1300,NAmes,1959,154000,1246,1Fam,1,3,7500,Attchd,1246,7,RL,0.16613333333333333
1301,Gilbert,1999,225000,1983,1Fam,2,3,10762,Attchd,978,5,RL,0.09087530198847797
1302,Crawfor,1942,177500,1494,1Fam,1,3,7500,Attchd,771,7,RL,0.1028
1303,NoRidge,1994,290000,2526,1Fam,2,4,10120,Attchd,1165,5,RL,0.11511857707509882
1304,Somerst,2005,232000,1616,1Fam,2,3,8688,Attchd,1616,5,RL,0.1860036832412523
1305,Edwards,2004,130000,1708,TwnhsE,2,3,3363,Detchd,976,5,RM,0.29021706809396375
1306,NridgHt,2006,325000,1652,1Fam,2,2,13173,Attchd,1652,5,RL,0.12540803157974645
1307,NridgHt,2005,202500,1368,TwnhsE,2,2,6955,Attchd,1368,5,RL,0.19669302659956867
1308,CollgCr,1994,138000,990,1Fam,1,3,8072,Detchd,990,5,RL,0.12264618434093162
1309,OldTown,1948,147000,1122,1Fam,1,2,12000,Attchd,924,7,RM,0.077
1310,SawyerW,1991,179200,1294,1Fam,2,3,7153,Attchd,1278,5,RL,0.17866629386271493
1311,Crawfor,1959,335000,1902,1Fam,2,3,17500,Attchd,1902,8,RL,0.10868571428571429
1312,CollgCr,2005,203000,1274,1Fam,2,3,8814,Attchd,1274,5,RL,0.14454277286135694
1313,NoRidge,1990,302000,2810,1Fam,2,4,9572,Attchd,1453,5,RL,0.15179690764730464
1314,NoRidge,1999,333168,2599,1Fam,2,4,14774,BuiltIn,1393,5,RL,0.09428726140517124
1315,Edwards,1954,119000,948,1Fam,1,3,8190,Detchd,948,6,RL,0.11575091575091576
1316,NAmes,1969,206900,2112,1Fam,2,4,11075,Attchd,952,5,RL,0.08595936794582393
1317,CollgCr,2008,295493,1630,1Fam,2,3,10226,Attchd,1622,5,RL,0.15861529434774105
1318,Somerst,2006,208900,1352,TwnhsE,2,2,4230,Attchd,1352,5,FV,0.31962174940898347
1319,CollgCr,2001,275000,1787,1Fam,2,3,14781,Attchd,1753,5,RL,0.11859820039239564
1320,Edwards,1954,111000,948,1Fam,1,3,10215,Attchd,864,5,RL,0.08458149779735682
1321,NAmes,1957,156500,1478,1Fam,1,3,8400,Attchd,1478,3,RL,0.17595238095238094
1323,NoRidge,1992,190000,1923,1Fam,2,3,10186,Attchd,750,5,RL,0.07363047319850775
1325,Somerst,2006,147000,1795,1Fam,2,2,9986,Attchd,1795,5,RL,0.17975165231323853
1328,Mitchel,1982,130500,816,1Fam,1,3,6600,Attchd,816,9,RL,0.12363636363636364
1329,OldTown,1920,256000,2792,1Fam,2,5,10440,Detchd,1510,7,RM,0.1446360153256705
1330,Gilbert,1998,176500,1632,1Fam,2,3,9084,Attchd,935,5,RL,0.10292822545134302
1331,Somerst,2006,227000,1588,1Fam,2,3,10000,Attchd,1588,5,RL,0.1588
1332,CollgCr,1976,132500,954,1Fam,1,3,10780,Detchd,911,5,RL,0.08450834879406308
1333,Edwards,1938,100000,816,1Fam,1,2,8877,Detchd,816,6,RL,0.0919229469415343
1334,IDOTRR,1938,125500,1360,1Fam,1,2,7200,Detchd,803,6,RM,0.11152777777777778
1335,BrDale,1970,125000,1365,TwnhsE,1,3,2368,Attchd,765,6,RM,0.32305743243243246
1336,NWAmes,1977,167900,1334,1Fam,2,2,9650,Attchd,1350,5,RL,0.13989637305699482
1337,NWAmes,1973,135000,1656,Duplex,2,4,9246,Detchd,1656,5,RL,0.1791044776119403
1339,CollgCr,2002,200000,1861,1Fam,2,3,13450,BuiltIn,916,5,RL,0.06810408921933085
1340,CollgCr,1972,128500,864,1Fam,1,3,9560,Attchd,864,7,RL,0.09037656903765691
1341,NAmes,1971,123000,872,1Fam,1,3,8294,Detchd,858,5,RL,0.10344827586206896
1342,SawyerW,2003,155000,1114,1Fam,1,3,13695,Detchd,1114,5,RL,0.08134355604235122
1343,CollgCr,2002,228500,2169,1Fam,2,3,9375,Attchd,1284,5,RL,0.13696
1344,Crawfor,1928,177000,1913,1Fam,1,3,7558,Detchd,896,6,RL,0.11854988092087854
1345,CollgCr,2006,155835,1456,1Fam,2,3,11103,Attchd,728,5,RL,0.06556786454111502
1346,OldTown,1920,108500,960,1Fam,1,2,6000,Detchd,960,4,RM,0.16
1347,NWAmes,1968,262500,2156,1Fam,2,3,20781,Attchd,1568,7,RL,0.07545353929069823
1348,Timber,2006,283463,1776,1Fam,2,3,15306,Attchd,1732,5,RL,0.11315823859924212
1349,SawyerW,1998,215000,1494,1Fam,2,3,16196,Attchd,1482,5,RL,0.09150407508026673
1351,NAmes,1969,200000,2634,Duplex,2,6,11643,Detchd,1248,5,RL,0.10718886884823499
1352,NAmes,1962,171000,1716,1Fam,1,4,9247,Attchd,858,6,RL,0.0927868497891208
1353,BrkSide,1937,134900,1176,1Fam,1,2,6000,Detchd,698,9,RM,0.11633333333333333
1354,NoRidge,1995,410000,3238,1Fam,2,4,14720,Attchd,2033,5,RL,0.13811141304347826
1355,CollgCr,2000,235000,1865,1Fam,2,3,10316,Attchd,992,5,RL,0.09616130283055448
1356,NWAmes,1968,170000,1920,1Fam,3,4,10192,Attchd,570,6,RL,0.05592621664050235
1357,NAmes,1966,110000,892,1Fam,1,3,9477,Attchd,864,5,RL,0.09116809116809117
1358,NAmes,1971,149900,1078,1Fam,1,3,12537,Attchd,1078,6,RL,0.08598548297040759
1359,Somerst,2000,177500,1573,Twnhs,2,3,2117,Detchd,756,5,FV,0.35710911667453943
1360,NridgHt,2004,315000,1980,1Fam,2,3,16737,Attchd,1980,5,RL,0.11830077074744579
1361,SWISU,1921,189000,2601,1Fam,3,4,9842,BuiltIn,612,6,RL,0.06218248323511481
1362,StoneBr,2005,260000,1530,1Fam,2,3,16158,Attchd,1530,5,RL,0.09468993687337542
1363,NAmes,1920,104900,1738,1Fam,2,4,12513,Attchd,715,4,RL,0.057140573803244624
1364,Gilbert,2006,156932,1412,1Fam,2,3,8499,BuiltIn,616,5,RL,0.07247911519002236
1365,Somerst,2005,144152,1200,TwnhsE,2,2,3180,Detchd,600,5,FV,0.18867924528301888
1366,Somerst,2000,216000,1674,1Fam,2,3,7500,Attchd,814,5,FV,0.10853333333333333
1367,CollgCr,1999,193000,1790,1Fam,2,3,9179,Attchd,873,5,RL,0.09510839960780042
1368,MeadowV,1977,127000,1475,TwnhsE,2,4,2665,Attchd,757,6,RM,0.2840525328330206
1369,CollgCr,2003,144000,848,TwnhsE,1,1,4435,Attchd,848,5,RM,0.19120631341600902
1370,CollgCr,2003,232000,1668,1Fam,2,3,10635,Attchd,1657,5,RL,0.15580629995298542
1371,OldTown,1920,105000,1374,1Fam,1,2,5400,Detchd,840,6,RL,0.15555555555555556
1372,NAmes,1955,165500,1661,1Fam,1,3,9600,BuiltIn,992,6,RL,0.10333333333333333
1373,CollgCr,1998,274300,2097,1Fam,2,3,9750,Detchd,1108,6,RL,0.11364102564102564
1374,NoRidge,2001,466500,2633,1Fam,2,2,11400,Attchd,2633,5,RL,0.23096491228070176
1375,Somerst,2005,250000,1958,1Fam,2,3,10625,Attchd,1026,5,FV,0.09656470588235294
1376,Timber,2007,239000,1571,1Fam,2,3,10991,Attchd,1571,5,RL,0.14293512874169775
1377,SWISU,1930,91000,790,1Fam,1,2,6292,Detchd,768,5,RL,0.12205975842339478
1378,Edwards,1941,117000,1604,1Fam,2,3,10998,Detchd,984,5,RL,0.0894708128750682
1379,BrDale,1973,83000,987,Twnhs,1,2,1953,Detchd,483,5,RM,0.24731182795698925
1380,Timber,2006,167500,1394,1Fam,2,3,9735,BuiltIn,384,5,RL,0.039445300462249616
1381,Edwards,1914,58500,864,1Fam,1,2,8212,Detchd,864,3,RL,0.10521188504627374
1382,NAmes,1970,237500,2117,1Fam,2,4,12925,Attchd,1205,7,RL,0.0932301740812379
1383,OldTown,1920,157000,1762,1Fam,1,4,7200,Detchd,596,7,RM,0.08277777777777778
1384,Sawyer,1918,112000,1416,1Fam,2,3,25339,Attchd,816,7,RL,0.03220332294092111
1385,Edwards,1939,105000,1258,1Fam,1,2,9060,Detchd,560,5,RL,0.06181015452538632
1386,IDOTRR,1922,125500,1154,1Fam,1,3,5436,Detchd,796,8,RM,0.14643119941133187
1387,NWAmes,1978,250000,2784,1Fam,3,5,16692,Attchd,1392,5,RL,0.08339324227174695
1388,OldTown,1916,136000,2526,1Fam,2,5,8520,Detchd,714,7,RM,0.08380281690140845
1389,Gilbert,2006,377500,1746,1Fam,2,3,14892,Attchd,1746,5,RL,0.11724415793714746
1390,BrkSide,1941,131000,1218,1Fam,1,3,6000,Detchd,735,6,RM,0.1225
1391,CollgCr,2000,235000,1525,1Fam,2,3,9100,Attchd,1525,5,RL,0.16758241758241757
1392,NAmes,1967,124000,1584,Duplex,2,4,8944,Detchd,1584,5,RL,0.1771019677996422
1393,NAmes,1967,123000,900,1Fam,1,3,7838,Attchd,864,5,RL,0.1102322020923705
1394,OldTown,1905,163000,1912,2fmCon,2,3,10800,Detchd,482,7,RM,0.04462962962962963
1395,Blmngtn,2006,246578,1500,TwnhsE,2,2,4045,Attchd,1356,5,RL,0.33522867737948087
1396,Timber,2005,281213,2482,1Fam,2,4,12665,BuiltIn,1094,5,RL,0.08637978681405448
1398,BrkSide,1920,137500,1513,1Fam,1,4,6120,Detchd,939,8,RM,0.15343137254901962
1399,NAmes,1950,138000,1904,1Fam,1,3,7200,Attchd,1208,4,RL,0.16777777777777778
1400,SWISU,1925,137450,1608,1Fam,2,3,6171,Detchd,976,6,RL,0.1581591314211635
1401,BrkSide,1929,120000,1158,1Fam,1,3,6000,BuiltIn,862,7,RM,0.14366666666666666
1402,Gilbert,2004,193000,1593,1Fam,2,3,7415,Attchd,839,5,RL,0.1131490222521915
1403,CollgCr,2006,193879,1294,1Fam,2,2,6762,Attchd,1286,5,RL,0.19018041999408458
1404,Somerst,2007,282922,1464,1Fam,2,3,15256,Attchd,1485,5,RL,0.09733875196643943
1405,OldTown,1915,105000,1214,1Fam,1,3,10410,Detchd,672,4,RL,0.06455331412103746
1406,Crawfor,2004,275000,1646,TwnhsE,2,2,3842,Attchd,1594,5,RM,0.4148880791254555
1407,CollgCr,1972,133000,768,1Fam,1,2,8445,Detchd,768,7,RL,0.09094138543516873
1409,OldTown,1910,125500,1363,1Fam,1,3,7740,Detchd,622,7,RM,0.08036175710594315
1410,NWAmes,1986,215000,2093,1Fam,2,3,20544,Attchd,791,6,RL,0.03850272585669782
1411,CollgCr,2001,230000,1840,1Fam,2,3,12420,Attchd,944,5,RL,0.07600644122383253
1412,NAmes,1950,140000,1668,1Fam,1,3,9600,Attchd,856,8,RL,0.08916666666666667
1414,SawyerW,2005,257000,1844,1Fam,2,2,10994,Attchd,1844,5,RL,0.16772785155539385
1415,BrkSide,1923,207000,1848,1Fam,1,4,13053,Detchd,833,7,RL,0.06381674710794454
1416,Blmngtn,2007,175900,1569,TwnhsE,2,1,3635,Attchd,1386,5,RL,0.381292984869326
1417,OldTown,1885,122500,2290,2fmCon,2,4,11340,Detchd,777,6,RM,0.06851851851851852
1418,NoRidge,1998,340000,2450,1Fam,2,3,16545,Attchd,1284,5,RL,0.07760652765185856
1419,NAmes,1963,124000,1144,1Fam,1,3,9204,Detchd,1144,5,RL,0.12429378531073447
1420,Crawfor,1969,223000,1844,1Fam,2,3,16381,Attchd,1844,5,RL,0.11256944020511568
1421,NWAmes,1968,179900,1416,1Fam,2,3,11700,Attchd,708,6,RL,0.06051282051282051
1422,NPkVill,1977,127500,1069,TwnhsE,2,2,4043,Attchd,1069,5,RL,0.2644076181053673
1423,CollgCr,2003,136500,848,TwnhsE,1,1,4435,Attchd,848,5,RM,0.19120631341600902
1424,Edwards,1966,274970,2201,1Fam,2,4,19690,Attchd,697,7,RL,0.03539867953275774
1425,NAmes,1958,144000,1344,1Fam,1,2,9503,Detchd,1024,5,RL,0.1077554456487425
1426,NAmes,1959,142000,1252,1Fam,1,3,10721,Detchd,1252,6,RL,0.11678015110530734
1427,NoRidge,1994,271000,2127,1Fam,2,3,10944,Attchd,1223,5,RL,0.11175073099415204
1428,NAmes,1945,140000,1558,1Fam,1,3,10930,Attchd,913,6,RL,0.08353156450137236
1429,OldTown,1940,119000,804,1Fam,1,2,7200,Attchd,788,7,RM,0.10944444444444444
1430,NWAmes,1981,182900,1440,1Fam,2,3,12546,Attchd,1440,7,RL,0.11477761836441894
1431,Gilbert,2005,192140,1838,1Fam,2,4,21930,BuiltIn,732,5,RL,0.03337893296853625
1432,NPkVill,1976,143750,958,TwnhsE,2,2,4928,Attchd,958,6,RL,0.19439935064935066
1433,OldTown,1927,64500,968,1Fam,2,4,10800,Detchd,656,6,RL,0.06074074074074074
1434,Gilbert,2000,186500,1792,1Fam,2,3,10261,Attchd,936,5,RL,0.0912191794172108
1435,Mitchel,1977,160000,1126,1Fam,2,3,17400,Attchd,1126,5,RL,0.06471264367816092
1436,NAmes,1962,174000,1537,1Fam,1,3,8400,Attchd,1319,9,RL,0.1570238095238095
1437,NAmes,1971,120500,864,1Fam,1,3,9000,Detchd,864,6,RL,0.096
1438,NridgHt,2008,394617,1932,1Fam,2,2,12444,Attchd,1932,5,RL,0.15525554484088716
1439,OldTown,1957,149700,1236,1Fam,1,2,7407,Attchd,912,7,RM,0.12312677197245848
1440,NWAmes,1979,197000,1725,1Fam,2,3,11584,Attchd,539,6,RL,0.046529696132596686
1441,Crawfor,1922,191000,2555,1Fam,2,3,11526,Detchd,588,7,RL,0.05101509630400833
1442,CollgCr,2004,149300,848,TwnhsE,1,1,4426,Attchd,848,5,RM,0.19159511974694984
1443,Somerst,2008,310000,2007,1Fam,2,3,11003,Attchd,1017,5,FV,0.0924293374534218
1444,BrkSide,1916,121000,952,1Fam,1,2,8854,Detchd,952,6,RL,0.10752202394398012
1445,CollgCr,2004,179600,1422,1Fam,2,3,8500,Attchd,1422,5,RL,0.16729411764705882
1446,Sawyer,1966,129000,913,1Fam,1,3,8400,Detchd,814,5,RL,0.09690476190476191
1447,Mitchel,1962,157900,1188,1Fam,1,3,26142,Attchd,1188,7,RL,0.04544411292173514
1448,CollgCr,1995,240000,2090,1Fam,2,3,10000,Attchd,1220,5,RL,0.122
1449,Edwards,1910,112000,1346,1Fam,1,2,11767,Detchd,560,7,RL,0.04759071980963712
1452,Somerst,2008,287090,1578,1Fam,2,3,9262,Attchd,1573,5,RL,0.16983372921615203
1453,Edwards,2005,145000,1072,TwnhsE,1,2,3675,Basment,547,5,RM,0.14884353741496598
1455,Somerst,2004,185000,1221,1Fam,2,2,7500,Attchd,1221,5,FV,0.1628
1456,Gilbert,1999,175000,1647,1Fam,2,3,7917,Attchd,953,5,RL,0.12037387899456865
1457,NWAmes,1978,210000,2073,1Fam,2,3,13175,Attchd,1542,6,RL,0.11703984819734345
1458,Crawfor,1941,266500,2340,1Fam,2,4,9042,Attchd,1152,9,RL,0.12740544127405443
1459,NAmes,1950,142125,1078,1Fam,1,2,9717,Attchd,1078,6,RL,0.11093959040856231
1460,Edwards,1965,147500,1256,1Fam,1,3,9937,Attchd,1256,6,RL,0.12639629666901478
